"Player","Games","Win %","Takedowns","Kills","Assists","Deaths","Kill Participation","KDA","Highest Kill Streak","Vengeances","Time Dead","Time Dead %","Deaths While Outnumbered","Escapes","Team Fight Escapes","Hero Damage","DPM","Physical Damage","Ability Damage","Damage per Death","Team Fight Hero Damage","Siege Damage","Structure Damage","Minion Damage","Summon Damage","Creep Damage","Healing","HPM","Healing per Death","Team Fight Healing","Self Healing","Allied Shields","Clutch Heals","Damage Taken","Damage Soaked","Damage Taken per Death","Team Fight Damage Taken","CC Time","Root Time","Silence Time","Stun Time","Time on Fire","XP Contribution","XPM","Merc Camp Captures","Watch Tower Captures","Aces","Wipes","% of Game with Level Adv.","% of Game with Hero Adv.","Passive XP/Second","Passive XP Gained","Altar Damage Done","Damage to Immortal","Dragon Knights Captured","Shrines Captured","Dubloons Held At End","Dubloons Turned In","Skulls Collected","Shrine Minion Damage","Plant Damage","Seeds Collected","Garden Seeds Collected","Gems Turned In","Nuke Damage","Curse Damage","Time On Temple","Damage Done to Zerg","Cage Unlocks Interrupted","Hero Pool","Damage Ratio","% of Team Damage","% of Team Damage Taken","% of Team Damage Healed","% of Time Slow CC","% of Time Non-Slow CC","Votes","Awards","Award %","MVP","MVP %","Bsteps","Bstep TD","Bstep Deaths","Taunts","Taunt TD","Taunt Deaths","Sprays","Spray TD","Spray Deaths","Dances","Dance TD","Dance Deaths"
"Irbi","15","66.7%","11.07","0.60","10.40","1.60","91%","8.09","7.00","0.07","1:07","5%","0.67","0.20","0.00","14841.27","682.21","18037.00","35725.80","10331.71","7965.67","25468.13","9402.00","12599.87","1473.07","13807.20","55785.07","3004.61","48034.48","7006.60","4927.40","3209.13","0.87","19349.13","14559.73","12038.84","12539.00","2:20","00:07","00:07","00:19","00:00","6035.80","281.49","7.80","0.00","0.27","0.07","37%","16%","26.61","8647.26","0.00","671.13","0","0","0","0","0","114.47","0","0","0","0.73","0","0","00:00","73.07","0.20","7","0.97","7%","8%","27%","11%","3%","0","0","0%","0","0%","0","0","0","0","0","0","1","0","0","0","0","0"
"Grevent","14","21.4%","7.07","0.71","6.36","1.79","84%","5.03","6.14","0.07","1:15","7%","0.86","0.43","0.00","15394.43","822.25","14934.50","25414.57","10196.41","7331.29","18337.36","3500.93","11396.64","1253.29","5975.57","51085.14","2955.06","35335.57","8814.71","1952.64","1197.79","1.86","20235.50","15333.50","11259.08","13828.29","3:03","00:14","00:04","00:16","00:00","4433.36","239.30","4.43","0.00","0.14","0.21","17%","11%","24.57","5277.32","0","0","0.00","0.07","0","0","0","351.57","0.00","0.00","0.00","0","0","0","00:00","177.79","0.00","7","0.85","9%","10%","26%","16%","3%","0","0","0%","0","0%","0","0","0","0","0","0","1","0","0","1","0","0"
"Amador","12","100%","12.08","1.25","10.83","0.50","86%","10.96","11.17","0.17","00:16","1%","0.33","0.08","0.00","16361.08","777.16","16367.83","22365.25","14706.58","3992.75","16873.83","3987.25","10781.67","614.75","5571.17","61078.58","2909.50","57137.88","7577.25","834.67","0.00","1.50","12954.58","11728.17","11859.17","6342.00","00:18","00:03","00:00","00:11","00:00","5559.33","269.51","3.92","0.00","0.25","0.00","42%","22%","28.40","11556.83","0.00","274.58","0.00","0.33","0","0","0","0","0.00","0.00","0.00","2.42","0","0","00:00","37.00","0","3","1.53","7%","6%","27%","2%","1%","0","0","0%","0","0%","2","0","0","0","0","0","0","0","0","0","0","0"
"RandiNuMan","14","42.9%","9.93","1.14","8.79","1.21","94%","6.73","7.86","0.00","00:47","4%","0.29","0.21","0.07","27835.43","1504.94","32760.36","63028.79","20261.30","10498.29","53093.14","8895.93","37348.93","2185.64","14904.86","44912.57","2827.35","37012.54","8767.50","3316.86","2612.93","1.21","22216.43","18846.00","13840.01","12965.43","1:58","00:01","00:05","00:00","00:00","10063.86","547.02","2.93","0.00","0.14","0.00","29%","16%","25.13","5786.14","1.21","1653.93","0","0","0","0","0","2480.93","0.00","0.00","0.00","0.43","0","749.21","00:00","0","0.07","6","6489.45","16%","10%","23%","12%","1%","0","0","0%","0","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"Atlas","10","50%","11.50","1.80","9.70","1.50","88%","9.48","10.10","0.10","1:03","5%","0.40","0.80","0.00","30272.10","1590.21","54441.20","39495.30","23214.02","15339.50","42335.20","13612.10","22968.40","397.10","17326.30","52682.50","2788.69","37480.97","11566.20","3290.60","63.40","0.60","29305.00","24739.30","19943.88","16433.50","2:54","00:14","00:10","00:13","00:00","7869.20","397.58","5.00","0.10","0.20","0.20","37%","18%","27.63","9481.06","1.20","2277.50","0","0","0","0","0","2172.00","0.00","0.00","0.00","0","0","185.00","00:00","228.20","0","8","1.11","17%","13%","22%","15%","3%","0","0","0%","0","0%","11","3","0","6","0","0","40","1","0","1","0","0"
"LaMort","17","76.5%","11.59","1.00","10.59","1.12","92%","9.93","9.18","0.06","1:03","5%","0.35","0.29","0.12","16587.88","900.73","24064.41","27360.76","13871.83","8165.29","26824.41","9028.65","14956.65","211.29","8572.76","49310.94","2664.25","40171.75","7411.59","1136.53","58.00","1.06","20135.06","16501.41","15748.03","10028.88","2:44","00:12","00:09","00:16","00:00","6990.35","381.79","5.24","0.18","0.29","0.12","47%","20%","26.98","8020.28","2.59","166.94","0.12","0.06","0","0","0","387.76","0","0","0","3.94","0","67.53","00:00","58.12","0.00","10","1.14","9%","11%","28%","15%","3%","0","0","0%","0","0%","0","0","0","0","0","0","3","1","0","6","0","0"
"GlitterBeard","6","33.3%","7.67","0.67","7.00","4.50","82%","1.81","3.83","0.33","3:13","15%","2.00","0.17","0.00","14761.67","675.28","26295.33","19182.83","3157.22","7790.17","23498.17","4310.67","13883.17","1513.83","7517.83","55997.50","2661.29","12527.85","9393.33","1645.83","0.00","0.33","34693.67","20549.17","7672.34","22922.67","4:03","00:03","00:14","00:05","00:00","6247.67","296.67","4.50","0.33","0.50","0.50","11%","12%","26.54","8882.96","0.00","0","0","0","0","0","0","0","0","0","0","3.33","0","2318.67","00:00","0","0","5","0.41","7%","14%","22%","22%","2%","0","0","0%","0","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"myserysyn","6","33.3%","9.50","1.33","8.17","1.83","90%","5.96","5.33","0.33","1:26","7%","1.50","0.33","0.00","21812.83","1110.94","33036.00","55605.50","12844.21","11797.67","56560.33","4351.33","44402.67","1732.17","10015.50","39504.00","2503.01","31716.78","5984.00","7088.33","0.00","0.33","33892.17","27702.83","20202.00","20478.00","1:08","00:17","00:00","00:10","00:00","9671.00","471.24","3.83","0.00","0.33","0.33","29%","11%","25.66","6593.20","3.50","0","0","0","0","0","0","1031.00","0","0","0","1.33","0","16342.50","00:00","124.50","0","3","0.64","14%","17%","22%","6%","2%","0","0","0%","0","0%","0","0","0","0","0","0","2","0","0","2","0","0"
"Calypso","7","28.6%","5.71","0.86","4.86","2.14","85%","4.44","4.71","0.00","1:07","7%","1.14","0.43","0.00","12664.71","817.80","26377.43","53438.29","6154.36","6910.86","55434.00","2251.86","44755.00","1422.29","9912.29","38120.57","2479.27","28448.25","6346.29","2066.29","676.43","0.86","23476.43","17680.00","12546.68","14955.29","1:48","00:01","00:07","00:00","00:00","8682.86","530.62","2.29","0.00","0.14","0.29","12%","9%","23.70","3918.22","0","219.71","0","0","0","0","0","1055.29","0.00","0.00","0.00","3.29","0","0.00","00:00","0","0","6","0.57","11%","14%","22%","14%","1%","0","0","0%","0","0%","0","0","0","0","0","0","1","0","0","0","0","0"
"DrEvil12","17","41.2%","9.76","1.35","8.41","1.94","91%","7.00","7.24","0.12","1:18","6%","0.71","0.06","0.00","21758.35","1177.32","30450.88","47543.88","13766.38","12527.00","43844.47","7645.82","30830.53","1377.47","10833.53","42180.71","2468.49","29322.40","8351.76","3450.88","0.00","1.00","28283.71","22557.06","16225.20","17848.18","5:10","00:04","00:10","00:11","00:00","7862.35","417.16","4.82","0.06","0.18","0.12","30%","14%","25.33","6339.64","0.71","752.29","0","0","0","0","0","859.35","0","0","0","3.00","0","1631.65","00:00","416.18","0","7","0.85","13%","14%","20%","34%","2%","0","0","0%","0","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"PilotOfEarth","5","20%","6.20","0.80","5.40","2.80","91%","3.73","4.60","0.20","1:41","10%","1.80","0.40","0.20","19326.60","1108.09","15554.00","35848.80","10154.13","10485.00","21345.60","5326.20","12893.40","1316.60","9456.40","29622.40","1914.78","24940.07","6848.20","2921.60","0.00","1.20","29849.00","20977.40","13534.57","21146.20","00:45","00:12","00:04","00:05","00:00","4224.60","239.76","2.40","0.00","0.00","0.00","5%","8%","24.16","4489.13","0","4091.20","0","0","0","0","0","1042.20","0","0","0","6.60","0","0","00:00","0","0","5","0.71","13%","16%","16%","4%","2%","0","0","0%","0","0%","0","0","0","0","0","0","2","0","1","0","0","0"
"Harambe2016","11","18.2%","10.09","2.36","7.73","1.64","86%","6.99","7.91","0.27","00:56","5%","1.00","0.36","0.00","26702.82","1477.32","27899.45","79844.18","17906.13","12352.45","69173.36","10968.18","52024.91","846.73","10809.36","25268.64","1812.89","20991.83","2832.27","3855.36","4240.00","0.55","27525.64","22421.82","13498.77","18138.73","00:27","00:00","00:00","00:00","00:00","12276.45","741.99","2.91","0.00","0.18","0.18","13%","18%","24.35","5249.73","0","1097.55","0","0","0","0","0","578.91","0.00","0.00","0.00","0","0","0","00:00","0","0","4","17.88","17%","11%","13%","3%","0%","0","0","0%","0","0%","0","0","0","0","0","0","1","0","0","6","0","0"
"McGibblets","17","35.3%","10.94","3.59","7.35","1.59","94%","8.56","8.65","0.29","1:16","6%","0.41","0.59","0.24","56354.29","2463.85","33115.71","128868.88","40528.76","32774.24","82891.94","11868.18","58076.88","3670.59","18509.88","29883.59","1779.28","31273.96","6361.76","6512.94","55.24","0.59","36288.06","30826.18","24953.94","20531.59","4:00","00:15","00:05","00:14","00:00","10790.00","489.63","4.53","0.00","0.06","0.18","28%","15%","26.30","8790.85","0.59","442.47","0","0","0","0","0","3787.41","0","0","0","12.94","0","0","00:00","661.24","0","10","1.59","24%","13%","12%","19%","3%","0","0","0%","0","0%","0","0","0","0","0","0","8","0","0","1","0","0"
"MajestyNuman","14","42.9%","7.50","1.43","6.00","2.14","78%","4.61","5.50","0.50","1:15","7%","1.57","0.64","0.07","32794.43","1868.83","62364.71","95702.29","19974.86","18426.21","100499.14","12491.14","78778.29","1050.43","24395.79","18650.93","1763.56","17388.10","4588.64","13682.64","0.00","0.50","49175.00","42609.71","26000.86","25029.07","1:05","00:02","00:04","00:13","00:00","16271.14","903.42","3.07","0.43","0.14","0.00","29%","16%","25.13","5786.14","2.64","2770.57","0","0","0","0","0","4190.93","0.00","0.00","0.00","0.00","0","208.93","00:00","0","0.00","10","0.77","20%","23%","10%","7%","2%","0","0","0%","0","0%","0","0","0","0","0","0","1","0","0","0","0","0"
"Xanthanarium","19","84.2%","9.63","1.32","8.32","2.89","93%","5.54","6.47","0.53","1:59","8%","1.63","0.79","0.05","26952.42","1201.82","39261.05","55395.37","13781.78","20409.58","53220.58","13811.84","33838.21","1652.74","13610.58","3072.32","1691.58","20411.45","962.63","33591.05","329.26","0.00","93633.68","79013.37","47028.58","72064.11","1:00","00:00","00:03","00:20","00:00","9339.26","427.16","5.11","0.00","0.16","0.00","36%","17%","27.85","10378.70","0","640.00","0.00","0.16","0","0","0","2371.26","0","0","0","14.37","0","0","00:00","167.26","0.05","5","0.29","13%","36%","1%","4%","2%","0","0","0%","0","0%","0","0","0","0","0","0","3","0","0","0","0","0"
"Imoryn","12","16.7%","7.00","0.83","6.08","2.25","82%","3.81","5.00","0.08","1:33","9%","0.83","0.33","0.00","29894.83","1644.35","14645.17","74950.08","15116.76","17150.08","48250.58","12328.92","28738.08","1787.58","11381.33","28924.33","1670.17","17759.26","5056.75","1220.67","994.58","0.42","23441.58","17189.33","11626.90","16037.92","2:47","00:06","00:05","00:12","00:00","6755.33","367.32","3.67","0.00","0.00","0.42","17%","9%","24.83","5621.60","0.33","0","0","0","0","0","0","357.33","0","0","0","1.42","0","0.00","00:00","0.00","0","6","1.36","17%","12%","15%","18%","2%","0","0","0%","0","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"AtlantisAL","2","0%","2.00","0.50","1.50","3.00","58%","0.67","1.50","0.00","1:28","10%","1.00","0.00","0.00","15587.00","1074.26","19793.50","45024.50","5195.67","7033.00","39138.50","273.00","34383.50","1424.50","7261.00","18596.50","1535.88","7236.33","3668.50","3112.50","0.00","0.00","19306.50","11906.50","6435.50","13137.00","00:00","00:00","00:12","00:00","00:00","5805.00","403.68","2.00","0.00","0.00","0.50","3%","6%","22.05","1767.25","0","102.50","0","0","0","0","0","0","0","0","0","8.00","0","0","00:00","0","0","2","0.71","13%","12%","14%","0%","1%","0","0","0%","0","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"C2D2","13","76.9%","10.77","4.08","6.69","2.85","82%","5.41","6.38","0.69","2:06","10%","1.69","0.77","0.00","47107.15","2348.26","79348.15","117927.62","20387.17","28201.38","119223.23","15818.08","91505.23","951.62","25521.00","2334.23","1448.98","11621.39","121.85","26128.69","1767.54","0.00","67191.46","57528.00","27495.08","37210.62","00:56","00:07","00:00","00:06","00:00","17465.46","904.28","4.38","0.00","0.23","0.15","34%","16%","28.03","9992.69","0.31","0","0","0","0","0","0","3525.54","0.00","0.00","0.00","3.85","0","0","00:00","1518.62","0.00","5","0.74","24%","29%","1%","5%","1%","0","0","0%","0","0%","0","0","0","0","0","0","5","2","0","0","0","0"
"Wise","17","58.8%","10.12","1.71","8.35","2.88","77%","6.16","7.12","0.35","2:00","9%","1.71","1.00","0.29","43725.18","2065.60","80008.00","136097.53","25321.17","26342.65","149303.94","11087.41","124000.53","2214.47","22039.06","0.00","1436.43","19003.93","2.65","30473.76","0.00","0.00","75204.59","69239.12","42386.40","47701.24","1:28","00:02","00:02","00:05","00:00","21446.00","1025.20","3.18","0.24","0.29","0.00","37%","19%","27.98","10017.49","0","677.47","0.00","0.88","0","0","0","5019.65","0.00","0.00","0.00","19.18","0","880.47","00:00","0","0.06","7","0.61","22%","30%","0%","7%","1%","0","0","0%","0","0%","0","0","0","4","0","0","7","0","1","0","0","0"
"D3SPiTE","7","14.3%","4.86","0.71","4.14","4.57","83%","1.29","1.86","0.14","2:40","15%","3.43","1.86","0.43","29772.14","1514.31","35179.29","81589.57","10525.67","19858.00","73957.29","4614.57","61473.86","1004.71","8678.43","17685.71","1430.46","6935.13","3561.86","7421.43","0.00","0.43","53587.14","36443.43","17931.81","38960.29","4:28","00:00","00:09","00:08","00:00","12890.86","600.30","4.00","0.00","0.00","0.14","2%","6%","24.93","8031.03","1.00","771.43","0","0","0","0","0","494.00","0.00","0.00","0.00","0","0","0.00","00:00","0","0","6","0.53","17%","23%","9%","23%","2%","0","0","0%","0","0%","0","0","0","0","0","0","2","0","0","0","0","0"
"Hakoda","3","33.3%","5.00","0.33","4.67","6.67","75%","0.77","1.67","0.33","4:14","18%","4.67","0.33","0.00","71026.00","2513.34","24971.00","127889.00","8900.66","37047.33","73187.33","7085.67","42336.33","9391.00","11234.33","11861.67","1421.42","4066.85","3280.67","10894.67","0.00","1.00","53811.33","30762.00","8294.92","42203.00","1:10","00:17","00:11","00:34","00:00","7917.00","316.69","3.33","0.00","0.00","0.33","5%","6%","28.66","15966.46","0","244.67","0","0","0","0","0","340.33","0.00","0.00","0.00","0","0","0","00:00","0","0","3","1.45","24%","21%","7%","7%","6%","0","0","0%","0","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"Ammathel","7","28.6%","6.71","1.71","5.00","1.86","80%","5.62","5.71","0.00","1:06","7%","1.57","0.57","0.00","29696.43","1666.62","55898.71","61736.86","22880.38","12778.29","64310.14","11517.14","43673.29","1896.14","17696.14","17701.14","1411.86","12355.86","2689.57","6313.00","373.29","0.57","32430.14","26026.71","18987.98","18782.43","00:48","00:00","00:07","00:02","00:00","9206.86","535.88","2.57","0.00","0.14","0.29","13%","9%","23.80","4245.51","0","2268.86","0.00","0.00","0","0","0","4880.86","0.00","0.00","0.00","4.00","0","0.00","00:00","0","0","7","0.99","19%","19%","8%","4%","1%","0","0","0%","0","0%","0","0","0","0","0","0","1","0","0","0","0","0"
"darqknite","15","6.7%","7.87","1.00","6.87","3.00","90%","3.38","4.80","0.33","1:41","9%","1.53","0.67","0.13","22885.60","1242.48","25386.00","42676.67","9769.68","17101.67","39878.80","7085.13","27059.07","2761.47","3921.53","1923.27","1409.61","11352.91","554.87","23953.87","90.27","0.07","76857.67","62657.73","35160.11","58045.47","1:48","00:00","00:03","00:22","00:00","6925.87","370.18","1.93","0.00","0.00","0.13","9%","13%","23.62","4182.23","0.27","227.93","0","0","0","0","0","668.33","0","0","0","3.47","0","0","00:00","344.40","0","6","0.31","14%","35%","1%","9%","2%","0","0","0%","0","0%","0","0","0","0","0","0","2","0","0","0","0","0"
"MrMunkieMan","13","15.4%","6.31","0.92","5.38","2.85","74%","3.22","4.38","0.38","1:37","9%","1.92","0.62","0.08","29305.15","1716.04","57721.15","39956.00","14780.23","16660.69","53293.15","3831.31","39416.77","1981.69","12056.46","19071.54","1409.21","9997.63","3119.00","4138.38","199.85","0.31","34130.08","27505.85","14309.49","22686.46","8:09","00:01","00:01","00:04","00:00","8174.38","468.28","2.54","0.00","0.00","0.54","9%","9%","23.77","4143.04","1.00","408.92","0.00","0.15","0","0","0","1035.46","0.00","0.00","0.00","3.77","0","0","00:00","0","0","9","1.08","20%","17%","10%","51%","1%","0","0","0%","0","0%","0","0","0","0","0","0","7","0","0","0","0","0"
"Novus","10","20%","7.40","1.70","5.60","3.80","65%","3.49","4.00","0.30","2:13","12%","2.60","0.60","0.10","38571.60","2170.86","35211.50","87829.20","15331.36","20955.70","70542.00","5104.20","56902.20","1386.10","10704.00","9972.80","1344.64","10247.64","1988.80","13435.50","302.60","0.20","46951.70","32816.70","15944.36","29548.40","2:26","00:00","00:03","00:14","00:00","11025.00","654.62","2.40","0.00","0.00","0.80","11%","10%","24.25","4817.90","1.30","552.90","0.00","0.10","0","0","0","272.30","0.00","0.00","0.00","1.80","0","0","00:00","0","0","9","1.06","25%","22%","5%","15%","2%","0","0","0%","0","0%","0","0","0","0","0","0","10","0","0","0","0","0"
"Gotmilk","7","14.3%","4.29","0.29","4.00","4.00","81%","1.69","2.43","0.00","2:04","10%","2.57","0.29","0.00","19024.86","1050.10","23438.14","42016.14","6744.87","13199.57","33293.71","3830.29","21665.29","2625.14","11014.71","16981.57","1333.39","18551.44","4471.14","5941.00","0.00","0.86","51582.00","31106.00","13946.15","39063.71","1:07","00:00","00:04","00:15","00:00","6774.43","376.96","3.43","0.00","0.00","0.14","2%","6%","24.93","8031.03","0.00","1130.14","0","0","0","0","0","378.86","0.00","0.00","0.00","0","0","0.00","00:00","0","0","6","0.46","12%","22%","8%","6%","2%","0","0","0%","0","0%","0","0","0","0","0","0","0","0","0","0","0","0"
